partida_id,data,ano,rodata,mandante,visitante,gols_mandante,gols_visitante,resultado,total_gols,saldo_mandante,vencedor,arena,mandante_Estado,visitante_Estado,gols_penalti_mandante,gols_penalti_visitante,gols_contra_mandante,gols_contra_visitante,cartao_amarelo_mandante,cartao_amarelo_visitante,cartao_vermelho_mandante,cartao_vermelho_visitante,chutes_mandante,chutes_visitante,chutes_no_alvo_mandante,chutes_no_alvo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,impedimentos_mandante,impedimentos_visitante,passes_mandante,passes_visitante,posse_de_bola_mandante,posse_de_bola_visitante
4468,2013-10-01,2013,25,Ponte Preta,Nautico,1,2,Vitória Visitante,3,-1,Nautico, Moisés Lucarelli,SP,PE,,,,,,,,,,,,,,,,,,,,,,
4469,2013-10-02,2013,25,Gremio,Athletico-PR,1,0,Vitória Mandante,1,1,Gremio,Arena do Grêmio,RS,PR,,,,,,,,,,,,,,,,,,,,,,
4470,2013-10-02,2013,25,Cruzeiro,Portuguesa,4,0,Vitória Mandante,4,4,Cruzeiro, Mineirão,MG,SP,,,,,,,,,,,,,,,,,,,,,,
4471,2013-10-02,2013,25,Fluminense,Botafogo-RJ,1,1,Empate,2,0,-, Maracanã,RJ,RJ,,,,,,,,,,,,,,,,,,,,,,
4472,2013-10-02,2013,25,Vitoria,Goias,2,1,Vitória Mandante,3,1,Vitoria, Fonte Nova,BA,GO,,,,,,,,,,,,,,,,,,,,,,
4473,2013-10-02,2013,25,Coritiba,Flamengo,0,2,Vitória Visitante,2,-2,Flamengo, Couto Pereira,PR,RJ,,,,,,,,,,,,,,,,,,,,,,
4474,2013-10-02,2013,25,Corinthians,Bahia,2,0,Vitória Mandante,2,2,Corinthians,Romildão,SP,BA,,,,,,,,,,,,,,,,,,,,,,
4475,2013-10-02,2013,25,Santos,Sao Paulo,3,0,Vitória Mandante,3,3,Santos, Vila Belmiro,SP,SP,,,,,,,,,,,,,,,,,,,,,,
4306,2013-10-03,2013,8,Atletico-MG,Ponte Preta,4,0,Vitória Mandante,4,4,Atletico-MG,  Independência,MG,SP,,,,,,,,,,,,,,,,,,,,,,
4476,2013-10-03,2013,25,Vasco,Internacional,3,1,Vitória Mandante,4,2,Vasco,Moacyrzão,RJ,RS,,,,,,,,,,,,,,,,,,,,,,
4477,2013-10-05,2013,26,Botafogo-RJ,Gremio,0,1,Vitória Visitante,1,-1,Gremio, Maracanã,RJ,RS,,,,,,,,,,,,,,,,,,,,,,
4478,2013-10-05,2013,26,Sao Paulo,Vitoria,3,2,Vitória Mandante,5,1,Sao Paulo, Morumbi,SP,BA,,,,,,,,,,,,,,,,,,,,,,
4479,2013-10-06,2013,26,Atletico-MG,Corinthians,0,0,Empate,0,0,-,  Independência,MG,SP,,,,,,,,,,,,,,,,,,,,,,
4480,2013-10-06,2013,26,Athletico-PR,Coritiba,2,1,Vitória Mandante,3,1,Athletico-PR,Vila Capanema,PR,PR,,,,,,,,,,,,,,,,,,,,,,
4481,2013-10-06,2013,26,Flamengo,Vasco,1,1,Empate,2,0,-,  Mané Garrincha,RJ,RJ,,,,,,,,,,,,,,,,,,,,,,
4482,2013-10-06,2013,26,Internacional,Fluminense,1,0,Vitória Mandante,1,1,Internacional,Centenário (RS),RS,RJ,,,,,,,,,,,,,,,,,,,,,,
4483,2013-10-06,2013,26,Nautico,Cruzeiro,1,4,Vitória Visitante,5,-3,Cruzeiro,Arena Pernambuco,PE,MG,,,,,,,,,,,,,,,,,,,,,,
4484,2013-10-06,2013,26,Bahia,Ponte Preta,1,1,Empate,2,0,-, Fonte Nova,BA,SP,,,,,,,,,,,,,,,,,,,,,,
4485,2013-10-06,2013,26,Goias,Criciuma,1,1,Empate,2,0,-, Serra Dourada,GO,SC,,,,,,,,,,,,,,,,,,,,,,
4486,2013-10-06,2013,26,Portuguesa,Santos,3,0,Vitória Mandante,3,3,Portuguesa,Canindé,SP,SP,,,,,,,,,,,,,,,,,,,,,,
4487,2013-10-09,2013,27,Coritiba,Santos,1,0,Vitória Mandante,1,1,Coritiba, Couto Pereira,PR,SP,,,,,,,,,,,,,,,,,,,,,,
4488,2013-10-09,2013,27,Gremio,Criciuma,1,2,Vitória Visitante,3,-1,Criciuma,Arena do Grêmio,RS,SC,,,,,,,,,,,,,,,,,,,,,,
4489,2013-10-09,2013,27,Ponte Preta,Atletico-MG,2,0,Vitória Mandante,2,2,Ponte Preta, Moisés Lucarelli,SP,MG,,,,,,,,,,,,,,,,,,,,,,
4490,2013-10-09,2013,27,Bahia,Vitoria,2,0,Vitória Mandante,2,2,Bahia, Fonte Nova,BA,BA,,,,,,,,,,,,,,,,,,,,,,
4491,2013-10-09,2013,27,Corinthians,Athletico-PR,0,0,Empate,0,0,-,Romildão,SP,PR,,,,,,,,,,,,,,,,,,,,,,
4492,2013-10-09,2013,27,Cruzeiro,Sao Paulo,0,2,Vitória Visitante,2,-2,Sao Paulo, Mineirão,MG,SP,,,,,,,,,,,,,,,,,,,,,,
4493,2013-10-09,2013,27,Nautico,Botafogo-RJ,1,3,Vitória Visitante,4,-2,Botafogo-RJ,Arena Pernambuco,PE,RJ,,,,,,,,,,,,,,,,,,,,,,
4494,2013-10-09,2013,27,Vasco,Fluminense,1,0,Vitória Mandante,1,1,Vasco,  Ressacada,RJ,RJ,,,,,,,,,,,,,,,,,,,,,,
4495,2013-10-10,2013,27,Portuguesa,Goias,1,2,Vitória Visitante,3,-1,Goias,Canindé,SP,GO,,,,,,,,,,,,,,,,,,,,,,
4496,2013-10-10,2013,27,Flamengo,Internacional,2,1,Vitória Mandante,3,1,Flamengo, Maracanã,RJ,RS,,,,,,,,,,,,,,,,,,,,,,
4497,2013-10-12,2013,28,Fluminense,Gremio,1,1,Empate,2,0,-, Maracanã,RJ,RS,,,,,,,,,,,,,,,,,,,,,,
4498,2013-10-12,2013,28,Vitoria,Coritiba,2,1,Vitória Mandante,3,1,Vitoria, Barradão,BA,PR,,,,,,,,,,,,,,,,,,,,,,
4499,2013-10-12,2013,28,Santos,Ponte Preta,2,1,Vitória Mandante,3,1,Santos, Pacaembu,SP,SP,,,,,,,,,,,,,,,,,,,,,,
4500,2013-10-13,2013,28,Atletico-MG,Cruzeiro,1,0,Vitória Mandante,1,1,Atletico-MG,  Independência,MG,MG,,,,,,,,,,,,,,,,,,,,,,
4501,2013-10-13,2013,28,Criciuma,Vasco,3,2,Vitória Mandante,5,1,Criciuma, Heriberto Hulse,SC,RJ,,,,,,,,,,,,,,,,,,,,,,
4502,2013-10-13,2013,28,Internacional,Nautico,4,1,Vitória Mandante,5,3,Internacional,Centenário (RS),RS,PE,,,,,,,,,,,,,,,,,,,,,,
4503,2013-10-13,2013,28,Sao Paulo,Corinthians,0,0,Empate,0,0,-, Morumbi,SP,SP,,,,,,,,,,,,,,,,,,,,,,
4504,2013-10-13,2013,28,Athletico-PR,Portuguesa,1,0,Vitória Mandante,1,1,Athletico-PR,Vila Capanema,PR,SP,,,,,,,,,,,,,,,,,,,,,,
4505,2013-10-13,2013,28,Botafogo-RJ,Flamengo,2,1,Vitória Mandante,3,1,Botafogo-RJ, Maracanã,RJ,RJ,,,,,,,,,,,,,,,,,,,,,,
4506,2013-10-13,2013,28,Goias,Bahia,3,1,Vitória Mandante,4,2,Goias, Serra Dourada,GO,BA,,,,,,,,,,,,,,,,,,,,,,
4507,2013-10-16,2013,29,Cruzeiro,Fluminense,1,0,Vitória Mandante,1,1,Cruzeiro, Mineirão,MG,RJ,,,,,,,,,,,,,,,,,,,,,,
4508,2013-10-16,2013,29,Santos,Internacional,0,0,Empate,0,0,-, Vila Belmiro,SP,RS,,,,,,,,,,,,,,,,,,,,,,
4509,2013-10-16,2013,29,Criciuma,Portuguesa,1,3,Vitória Visitante,4,-2,Portuguesa, Heriberto Hulse,SC,SP,,,,,,,,,,,,,,,,,,,,,,
4510,2013-10-16,2013,29,Ponte Preta,Coritiba,1,0,Vitória Mandante,1,1,Ponte Preta, Moisés Lucarelli,SP,PR,,,,,,,,,,,,,,,,,,,,,,
4511,2013-10-16,2013,29,Sao Paulo,Nautico,3,0,Vitória Mandante,3,3,Sao Paulo, Morumbi,SP,PE,,,,,,,,,,,,,,,,,,,,,,
4512,2013-10-16,2013,29,Flamengo,Bahia,2,1,Vitória Mandante,3,1,Flamengo, Maracanã,RJ,BA,,,,,,,,,,,,,,,,,,,,,,
4513,2013-10-16,2013,29,Athletico-PR,Atletico-MG,1,0,Vitória Mandante,1,1,Athletico-PR,Vila Capanema,PR,MG,,,,,,,,,,,,,,,,,,,,,,
4514,2013-10-16,2013,29,Gremio,Corinthians,1,0,Vitória Mandante,1,1,Gremio,Arena do Grêmio,RS,SP,,,,,,,,,,,,,,,,,,,,,,
4515,2013-10-17,2013,29,Vasco,Goias,0,2,Vitória Visitante,2,-2,Goias,Moacyrzão,RJ,GO,,,,,,,,,,,,,,,,,,,,,,
4516,2013-10-17,2013,29,Vitoria,Botafogo-RJ,1,0,Vitória Mandante,1,1,Vitoria, Barradão,BA,RJ,,,,,,,,,,,,,,,,,,,,,,
4517,2013-10-19,2013,30,Fluminense,Ponte Preta,1,1,Empate,2,0,-, Maracanã,RJ,SP,,,,,,,,,,,,,,,,,,,,,,
4518,2013-10-19,2013,30,Nautico,Santos,1,5,Vitória Visitante,6,-4,Santos,Arena Pernambuco,PE,SP,,,,,,,,,,,,,,,,,,,,,,
4519,2013-10-19,2013,30,Corinthians,Criciuma,1,0,Vitória Mandante,1,1,Corinthians,Novelli Júnior,SP,SC,,,,,,,,,,,,,,,,,,,,,,
4520,2013-10-20,2013,30,Atletico-MG,Flamengo,1,0,Vitória Mandante,1,1,Atletico-MG,  Independência,MG,RJ,,,,,,,,,,,,,,,,,,,,,,
4521,2013-10-20,2013,30,Bahia,Sao Paulo,0,1,Vitória Visitante,1,-1,Sao Paulo, Fonte Nova,BA,SP,,,,,,,,,,,,,,,,,,,,,,
4522,2013-10-20,2013,30,Goias,Athletico-PR,3,0,Vitória Mandante,3,3,Goias, Serra Dourada,GO,PR,,,,,,,,,,,,,,,,,,,,,,
4523,2013-10-20,2013,30,Internacional,Gremio,2,2,Empate,4,0,-,Centenário (RS),RS,RS,,,,,,,,,,,,,,,,,,,,,,
4524,2013-10-20,2013,30,Botafogo-RJ,Vasco,2,2,Empate,4,0,-, Maracanã,RJ,RJ,,,,,,,,,,,,,,,,,,,,,,
4525,2013-10-20,2013,30,Coritiba,Cruzeiro,2,1,Vitória Mandante,3,1,Coritiba, Couto Pereira,PR,MG,,,,,,,,,,,,,,,,,,,,,,
4526,2013-10-20,2013,30,Portuguesa,Vitoria,1,1,Empate,2,0,-,Canindé,SP,BA,,,,,,,,,,,,,,,,,,,,,,
4527,2013-10-26,2013,31,Botafogo-RJ,Atletico-MG,1,0,Vitória Mandante,1,1,Botafogo-RJ, Maracanã,RJ,MG,,,,,,,,,,,,,,,,,,,,,,
4528,2013-10-26,2013,31,Cruzeiro,Criciuma,5,3,Vitória Mandante,8,2,Cruzeiro, Mineirão,MG,SC,,,,,,,,,,,,,,,,,,,,,,
4529,2013-10-27,2013,31,Bahia,Athletico-PR,1,1,Empate,2,0,-, Fonte Nova,BA,PR,,,,,,,,,,,,,,,,,,,,,,
4530,2013-10-27,2013,31,Corinthians,Santos,1,1,Empate,2,0,-,Fonte Luminosa,SP,SP,,,,,,,,,,,,,,,,,,,,,,
4531,2013-10-27,2013,31,Internacional,Sao Paulo,2,3,Vitória Visitante,5,-1,Sao Paulo,Centenário (RS),RS,SP,,,,,,,,,,,,,,,,,,,,,,
4532,2013-10-27,2013,31,Ponte Preta,Vasco,2,1,Vitória Mandante,3,1,Ponte Preta, Moisés Lucarelli,SP,RJ,,,,,,,,,,,,,,,,,,,,,,
4533,2013-10-27,2013,31,Portuguesa,Flamengo,0,0,Empate,0,0,-,Castelão (CE),SP,RJ,,,,,,,,,,,,,,,,,,,,,,
4534,2013-10-27,2013,31,Coritiba,Gremio,4,0,Vitória Mandante,4,4,Coritiba, Couto Pereira,PR,RS,,,,,,,,,,,,,,,,,,,,,,
4535,2013-10-27,2013,31,Fluminense,Vitoria,2,3,Vitória Visitante,5,-1,Vitoria, Maracanã,RJ,BA,,,,,,,,,,,,,,,,,,,,,,
4536,2013-10-27,2013,31,Nautico,Goias,0,2,Vitória Visitante,2,-2,Goias,Arena Pernambuco,PE,GO,,,,,,,,,,,,,,,,,,,,,,
4537,2013-11-02,2013,32,Sao Paulo,Portuguesa,2,1,Vitória Mandante,3,1,Sao Paulo, Morumbi,SP,SP,,,,,,,,,,,,,,,,,,,,,,
4538,2013-11-02,2013,32,Vasco,Coritiba,2,1,Vitória Mandante,3,1,Vasco,Moacyrzão,RJ,PR,,,,,,,,,,,,,,,,,,,,,,
4539,2013-11-02,2013,32,Atletico-MG,Nautico,5,0,Vitória Mandante,5,5,Atletico-MG,  Independência,MG,PE,,,,,,,,,,,,,,,,,,,,,,
4540,2013-11-03,2013,32,Goias,Botafogo-RJ,1,0,Vitória Mandante,1,1,Goias, Serra Dourada,GO,RJ,,,,,,,,,,,,,,,,,,,,,,
4541,2013-11-03,2013,32,Gremio,Bahia,0,0,Empate,0,0,-,Arena do Grêmio,RS,BA,,,,,,,,,,,,,,,,,,,,,,
4542,2013-11-03,2013,32,Santos,Cruzeiro,0,1,Vitória Visitante,1,-1,Cruzeiro, Vila Belmiro,SP,MG,,,,,,,,,,,,,,,,,,,,,,
4543,2013-11-03,2013,32,Vitoria,Corinthians,1,1,Empate,2,0,-, Barradão,BA,SP,,,,,,,,,,,,,,,,,,,,,,
4544,2013-11-03,2013,32,Athletico-PR,Internacional,1,0,Vitória Mandante,1,1,Athletico-PR,Vila Capanema,PR,RS,,,,,,,,,,,,,,,,,,,,,,
4545,2013-11-03,2013,32,Criciuma,Ponte Preta,1,1,Empate,2,0,-, Heriberto Hulse,SC,SP,,,,,,,,,,,,,,,,,,,,,,
4546,2013-11-03,2013,32,Flamengo,Fluminense,1,0,Vitória Mandante,1,1,Flamengo, Maracanã,RJ,RJ,,,,,,,,,,,,,,,,,,,,,,
4547,2013-11-09,2013,33,Bahia,Atletico-MG,0,0,Empate,0,0,-, Fonte Nova,BA,MG,,,,,,,,,,,,,,,,,,,,,,
4548,2013-11-09,2013,33,Portuguesa,Coritiba,0,0,Empate,0,0,-,Canindé,SP,PR,,,,,,,,,,,,,,,,,,,,,,
4549,2013-11-09,2013,33,Flamengo,Goias,1,1,Empate,2,0,-, Maracanã,RJ,GO,,,,,,,,,,,,,,,,,,,,,,
4550,2013-11-10,2013,33,Athletico-PR,Sao Paulo,3,0,Vitória Mandante,3,3,Athletico-PR,Vila Capanema,PR,SP,,,,,,,,,,,,,,,,,,,,,,
4551,2013-11-10,2013,33,Cruzeiro,Gremio,3,0,Vitória Mandante,3,3,Cruzeiro, Mineirão,MG,RS,,,,,,,,,,,,,,,,,,,,,,
4552,2013-11-10,2013,33,Internacional,Botafogo-RJ,2,1,Vitória Mandante,3,1,Internacional,Centenário (RS),RS,RJ,,,,,,,,,,,,,,,,,,,,,,
4553,2013-11-10,2013,33,Ponte Preta,Vitoria,0,3,Vitória Visitante,3,-3,Vitoria, Moisés Lucarelli,SP,BA,,,,,,,,,,,,,,,,,,,,,,
4554,2013-11-10,2013,33,Corinthians,Fluminense,1,0,Vitória Mandante,1,1,Corinthians,Fonte Luminosa,SP,RJ,,,,,,,,,,,,,,,,,,,,,,
4555,2013-11-10,2013,33,Nautico,Criciuma,0,1,Vitória Visitante,1,-1,Criciuma,Arena Pernambuco,PE,SC,,,,,,,,,,,,,,,,,,,,,,
4556,2013-11-10,2013,33,Vasco,Santos,2,2,Empate,4,0,-, Maracanã,RJ,SP,,,,,,,,,,,,,,,,,,,,,,
4557,2013-11-13,2013,34,Goias,Ponte Preta,2,0,Vitória Mandante,2,2,Goias, Serra Dourada,GO,SP,,,,,,,,,,,,,,,,,,,,,,
4558,2013-11-13,2013,34,Gremio,Vasco,1,0,Vitória Mandante,1,1,Gremio,Arena do Grêmio,RS,RJ,,,,,,,,,,,,,,,,,,,,,,
4559,2013-11-13,2013,34,Botafogo-RJ,Portuguesa,0,0,Empate,0,0,-, Maracanã,RJ,SP,,,,,,,,,,,,,,,,,,,,,,
4560,2013-11-13,2013,34,Criciuma,Athletico-PR,2,1,Vitória Mandante,3,1,Criciuma, Heriberto Hulse,SC,PR,,,,,,,,,,,,,,,,,,,,,,
4561,2013-11-13,2013,34,Coritiba,Corinthians,0,1,Vitória Visitante,1,-1,Corinthians, Couto Pereira,PR,SP,,,,,,,,,,,,,,,,,,,,,,
4562,2013-11-13,2013,34,Sao Paulo,Flamengo,2,0,Vitória Mandante,2,2,Sao Paulo,Novelli Júnior,SP,RJ,,,,,,,,,,,,,,,,,,,,,,
4563,2013-11-13,2013,34,Vitoria,Cruzeiro,1,3,Vitória Visitante,4,-2,Cruzeiro, Barradão,BA,MG,,,,,,,,,,,,,,,,,,,,,,
4564,2013-11-14,2013,34,Santos,Bahia,3,0,Vitória Mandante,3,3,Santos, Pacaembu,SP,BA,,,,,,,,,,,,,,,,,,,,,,
4565,2013-11-14,2013,34,Atletico-MG,Internacional,2,1,Vitória Mandante,3,1,Atletico-MG,  Independência,MG,RS,,,,,,,,,,,,,,,,,,,,,,
4566,2013-11-14,2013,34,Fluminense,Nautico,2,0,Vitória Mandante,2,2,Fluminense, Maracanã,RJ,PE,,,,,,,,,,,,,,,,,,,,,,
4567,2013-11-16,2013,35,Botafogo-RJ,Athletico-PR,4,0,Vitória Mandante,4,4,Botafogo-RJ, Maracanã,RJ,PR,,,,,,,,,,,,,,,,,,,,,,
4568,2013-11-16,2013,35,Coritiba,Criciuma,1,2,Vitória Visitante,3,-1,Criciuma, Couto Pereira,PR,SC,,,,,,,,,,,,,,,,,,,,,,
4569,2013-11-17,2013,35,Corinthians,Vasco,0,0,Empate,0,0,-, Pacaembu,SP,RJ,,,,,,,,,,,,,,,,,,,,,,
4570,2013-11-17,2013,35,Cruzeiro,Ponte Preta,2,2,Empate,4,0,-,Parque do Sabiá,MG,SP,,,,,,,,,,,,,,,,,,,,,,
4571,2013-11-17,2013,35,Fluminense,Sao Paulo,2,1,Vitória Mandante,3,1,Fluminense, Maracanã,RJ,SP,,,,,,,,,,,,,,,,,,,,,,
4572,2013-11-17,2013,35,Vitoria,Santos,2,0,Vitória Mandante,2,2,Vitoria, Barradão,BA,SP,,,,,,,,,,,,,,,,,,,,,,
4573,2013-11-17,2013,35,Goias,Internacional,3,1,Vitória Mandante,4,2,Goias, Serra Dourada,GO,RS,,,,,,,,,,,,,,,,,,,,,,
4574,2013-11-17,2013,35,Gremio,Flamengo,2,1,Vitória Mandante,3,1,Gremio,Arena do Grêmio,RS,RJ,,,,,,,,,,,,,,,,,,,,,,
4575,2013-11-17,2013,35,Nautico,Bahia,0,1,Vitória Visitante,1,-1,Bahia,Arena Pernambuco,PE,BA,,,,,,,,,,,,,,,,,,,,,,
4576,2013-11-17,2013,35,Portuguesa,Atletico-MG,2,0,Vitória Mandante,2,2,Portuguesa,Canindé,SP,MG,,,,,,,,,,,,,,,,,,,,,,
4577,2013-11-23,2013,36,Criciuma,Vitoria,1,1,Empate,2,0,-, Heriberto Hulse,SC,BA,,,,,,,,,,,,,,,,,,,,,,
4578,2013-11-23,2013,36,Vasco,Cruzeiro,2,1,Vitória Mandante,3,1,Vasco, Maracanã,RJ,MG,,,,,,,,,,,,,,,,,,,,,,
4579,2013-11-23,2013,36,Atletico-MG,Goias,4,1,Vitória Mandante,5,3,Atletico-MG,  Independência,MG,GO,,,,,,,,,,,,,,,,,,,,,,
4580,2013-11-24,2013,36,Athletico-PR,Nautico,6,1,Vitória Mandante,7,5,Athletico-PR,Arena Joinville,PR,PE,,,,,,,,,,,,,,,,,,,,,,
4581,2013-11-24,2013,36,Flamengo,Corinthians,1,0,Vitória Mandante,1,1,Flamengo, Maracanã,RJ,SP,,,,,,,,,,,,,,,,,,,,,,
4582,2013-11-24,2013,36,Ponte Preta,Gremio,1,1,Empate,2,0,-, Moisés Lucarelli,SP,RS,,,,,,,,,,,,,,,,,,,,,,
4583,2013-11-24,2013,36,Santos,Fluminense,1,0,Vitória Mandante,1,1,Santos,  Prudentão,SP,RJ,,,,,,,,,,,,,,,,,,,,,,
4584,2013-11-24,2013,36,Bahia,Portuguesa,1,0,Vitória Mandante,1,1,Bahia, Fonte Nova,BA,SP,,,,,,,,,,,,,,,,,,,,,,
4585,2013-11-24,2013,36,Internacional,Coritiba,0,0,Empate,0,0,-,Centenário (RS),RS,PR,,,,,,,,,,,,,,,,,,,,,,
4586,2013-11-24,2013,36,Sao Paulo,Botafogo-RJ,1,1,Empate,2,0,-, Morumbi,SP,RJ,,,,,,,,,,,,,,,,,,,,,,
4587,2013-11-30,2013,37,Fluminense,Atletico-MG,2,2,Empate,4,0,-, Maracanã,RJ,MG,,,,,,,,,,,,,,,,,,,,,,
4588,2013-11-30,2013,37,Corinthians,Internacional,0,0,Empate,0,0,-, Pacaembu,SP,RS,,,,,,,,,,,,,,,,,,,,,,
4589,2013-12-01,2013,37,Coritiba,Botafogo-RJ,2,1,Vitória Mandante,3,1,Coritiba, Couto Pereira,PR,RJ,,,,,,,,,,,,,,,,,,,,,,
4590,2013-12-01,2013,37,Criciuma,Sao Paulo,1,0,Vitória Mandante,1,1,Criciuma, Heriberto Hulse,SC,SP,,,,,,,,,,,,,,,,,,,,,,
4591,2013-12-01,2013,37,Cruzeiro,Bahia,1,2,Vitória Visitante,3,-1,Bahia, Mineirão,MG,BA,,,,,,,,,,,,,,,,,,,,,,
4592,2013-12-01,2013,37,Ponte Preta,Portuguesa,0,2,Vitória Visitante,2,-2,Portuguesa, Moisés Lucarelli,SP,SP,,,,,,,,,,,,,,,,,,,,,,
4593,2013-12-01,2013,37,Vasco,Nautico,2,0,Vitória Mandante,2,2,Vasco, Maracanã,RJ,PE,,,,,,,,,,,,,,,,,,,,,,
4594,2013-12-01,2013,37,Vitoria,Flamengo,4,2,Vitória Mandante,6,2,Vitoria, Barradão,BA,RJ,,,,,,,,,,,,,,,,,,,,,,
4595,2013-12-01,2013,37,Gremio,Goias,1,0,Vitória Mandante,1,1,Gremio,Arena do Grêmio,RS,GO,,,,,,,,,,,,,,,,,,,,,,
4596,2013-12-01,2013,37,Santos,Athletico-PR,2,1,Vitória Mandante,3,1,Santos,Teixeirão,SP,PR,,,,,,,,,,,,,,,,,,,,,,
4597,2013-12-07,2013,38,Flamengo,Cruzeiro,1,1,Empate,2,0,-, Maracanã,RJ,MG,,,,,,,,,,,,,,,,,,,,,,
4598,2013-12-07,2013,38,Nautico,Corinthians,1,0,Vitória Mandante,1,1,Nautico,Arena Pernambuco,PE,SP,,,,,,,,,,,,,,,,,,,,,,
4599,2013-12-08,2013,38,Atletico-MG,Vitoria,2,2,Empate,4,0,-,  Independência,MG,BA,,,,,,,,,,,,,,,,,,,,,,
4600,2013-12-08,2013,38,Athletico-PR,Vasco,5,1,Vitória Mandante,6,4,Athletico-PR,Arena Joinville,PR,RJ,,,,,,,,,,,,,,,,,,,,,,
4601,2013-12-08,2013,38,Bahia,Fluminense,1,2,Vitória Visitante,3,-1,Fluminense, Fonte Nova,BA,RJ,,,,,,,,,,,,,,,,,,,,,,
4602,2013-12-08,2013,38,Botafogo-RJ,Criciuma,3,0,Vitória Mandante,3,3,Botafogo-RJ, Maracanã,RJ,SC,,,,,,,,,,,,,,,,,,,,,,
4603,2013-12-08,2013,38,Goias,Santos,0,3,Vitória Visitante,3,-3,Santos, Serra Dourada,GO,SP,,,,,,,,,,,,,,,,,,,,,,
4604,2013-12-08,2013,38,Internacional,Ponte Preta,0,0,Empate,0,0,-,Centenário (RS),RS,SP,,,,,,,,,,,,,,,,,,,,,,
4605,2013-12-08,2013,38,Portuguesa,Gremio,0,0,Empate,0,0,-,Canindé,SP,RS,,,,,,,,,,,,,,,,,,,,,,
4606,2013-12-08,2013,38,Sao Paulo,Coritiba,0,1,Vitória Visitante,1,-1,Coritiba,Novelli Júnior,SP,PR,,,,,,,,,,,,,,,,,,,,,,
4607,2014-04-19,2014,1,Fluminense,Figueirense,3,0,Vitória Mandante,3,3,Fluminense, Maracanã,RJ,SC,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,
4608,2014-04-19,2014,1,Internacional,Vitoria,1,0,Vitória Mandante,1,1,Internacional,Estádio José Pinheiro Borda,RS,BA,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,,,,,,,,,,,,,,
4609,2014-04-19,2014,1,Chapecoense,Coritiba,0,0,Empate,0,0,-,Arena Condá,SC,PR,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
4612,2014-04-20,2014,1,Bahia,Cruzeiro,1,2,Vitória Visitante,3,-1,Cruzeiro,Itaipava Arena Fonte Nova,BA,MG,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,,,,,,,,,,,,,,
4611,2014-04-20,2014,1,Sao Paulo,Botafogo-RJ,3,0,Vitória Mandante,3,3,Sao Paulo, Morumbi,SP,RJ,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,
4610,2014-04-20,2014,1,Athletico-PR,Gremio,1,0,Vitória Mandante,1,1,Athletico-PR, Orlando Scarpelli,PR,RS,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,
4613,2014-04-20,2014,1,Atletico-MG,Corinthians,0,0,Empate,0,0,-,Estádio Municipal Parque do Sabiá,MG,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
4614,2014-04-20,2014,1,Flamengo,Goias,0,0,Empate,0,0,-,Estádio Nacional de Brasília,RJ,GO,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,,,,,,,,,,,,,,
4615,2014-04-20,2014,1,Santos,Sport,1,1,Empate,2,0,-,Estádio Urbano Caldeira,SP,PE,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,,,,,,,,,,,,,,
4616,2014-04-20,2014,1,Criciuma,Palmeiras,1,2,Vitória Visitante,3,-1,Palmeiras,Estádio Heriberto Hülse,SC,SP,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,,,,,,,,,,,,,,
4617,2014-04-26,2014,2,Coritiba,Santos,0,0,Empate,0,0,-, Couto Pereira,PR,SP,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,,,,,,,,,,,,,,
4618,2014-04-26,2014,2,Palmeiras,Fluminense,0,1,Vitória Visitante,1,-1,Fluminense,Estádio Municipal Paulo Machado de Carvalho,SP,RJ,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,
4620,2014-04-27,2014,2,Vitoria,Athletico-PR,2,2,Empate,4,0,-,Estádio de Pituaçu,BA,PR,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,
4622,2014-04-27,2014,2,Cruzeiro,Sao Paulo,1,1,Empate,2,0,-,Estádio Municipal Parque do Sabiá,MG,SP,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,
4619,2014-04-27,2014,2,Botafogo-RJ,Internacional,2,2,Empate,4,0,-, Maracanã,RJ,RS,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,,,,,,,,,,,,,,
4621,2014-04-27,2014,2,Corinthians,Flamengo,2,0,Vitória Mandante,2,2,Corinthians,Estádio Municipal Paulo Machado de Carvalho,SP,RJ,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,,,,,,,,,,,,,,
