partida_id,data,ano,rodata,mandante,visitante,gols_mandante,gols_visitante,resultado,total_gols,saldo_mandante,vencedor,arena,mandante_Estado,visitante_Estado,gols_penalti_mandante,gols_penalti_visitante,gols_contra_mandante,gols_contra_visitante,cartao_amarelo_mandante,cartao_amarelo_visitante,cartao_vermelho_mandante,cartao_vermelho_visitante,chutes_mandante,chutes_visitante,chutes_no_alvo_mandante,chutes_no_alvo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,impedimentos_mandante,impedimentos_visitante,passes_mandante,passes_visitante,posse_de_bola_mandante,posse_de_bola_visitante
3534,2011-06-30,2011,7,Coritiba,Ceara,3,1,Vitória Mandante,4,2,Coritiba, Couto Pereira,PR,CE,,,,,,,,,,,,,,,,,,,,,,
3535,2011-06-30,2011,7,Fluminense,Athletico-PR,3,1,Vitória Mandante,4,2,Fluminense,Engenhão,RJ,PR,,,,,,,,,,,,,,,,,,,,,,
3536,2011-06-30,2011,7,Atletico-MG,Internacional,0,4,Vitória Visitante,4,-4,Internacional,Arena do Jacaré,MG,RS,,,,,,,,,,,,,,,,,,,,,,
3526,2011-07-02,2011,6,Santos,America-MG,1,0,Vitória Mandante,1,1,Santos, Pacaembu,SP,MG,,,,,,,,,,,,,,,,,,,,,,
3537,2011-07-06,2011,8,Internacional,Athletico-PR,1,0,Vitória Mandante,1,1,Internacional, Beira Rio,RS,PR,,,,,,,,,,,,,,,,,,,,,,
3538,2011-07-06,2011,8,Cruzeiro,Gremio,2,0,Vitória Mandante,2,2,Cruzeiro,Arena do Jacaré,MG,RS,,,,,,,,,,,,,,,,,,,,,,
3539,2011-07-06,2011,8,Avai,Bahia,2,2,Empate,4,0,-,  Ressacada,SC,BA,,,,,,,,,,,,,,,,,,,,,,
3540,2011-07-06,2011,8,Corinthians,Vasco,2,1,Vitória Mandante,3,1,Corinthians, Pacaembu,SP,RJ,,,,,,,,,,,,,,,,,,,,,,
3541,2011-07-06,2011,8,Ceara,Atletico-MG,3,0,Vitória Mandante,3,3,Ceara, Presidente Vargas,CE,MG,,,,,,,,,,,,,,,,,,,,,,
3542,2011-07-06,2011,8,Flamengo,Sao Paulo,1,0,Vitória Mandante,1,1,Flamengo,Engenhão,RJ,SP,,,,,,,,,,,,,,,,,,,,,,
3543,2011-07-07,2011,8,Botafogo-RJ,Atletico-GO,1,1,Empate,2,0,-,Engenhão,RJ,GO,,,,,,,,,,,,,,,,,,,,,,
3544,2011-07-07,2011,8,Coritiba,Figueirense,3,0,Vitória Mandante,3,3,Coritiba, Couto Pereira,PR,SC,,,,,,,,,,,,,,,,,,,,,,
3545,2011-07-07,2011,8,America-MG,Palmeiras,1,1,Empate,2,0,-,Arena do Jacaré,MG,SP,,,,,,,,,,,,,,,,,,,,,,
3547,2011-07-09,2011,9,Vasco,Internacional,2,0,Vitória Mandante,2,2,Vasco, São Januário,RJ,RS,,,,,,,,,,,,,,,,,,,,,,
3548,2011-07-09,2011,9,Sao Paulo,Cruzeiro,2,1,Vitória Mandante,3,1,Sao Paulo, Morumbi,SP,MG,,,,,,,,,,,,,,,,,,,,,,
3549,2011-07-09,2011,9,Athletico-PR,Avai,0,0,Empate,0,0,-, Arena da Baixada,PR,SC,,,,,,,,,,,,,,,,,,,,,,
3550,2011-07-10,2011,9,Fluminense,Flamengo,0,1,Vitória Visitante,1,-1,Flamengo,Engenhão,RJ,RJ,,,,,,,,,,,,,,,,,,,,,,
3551,2011-07-10,2011,9,Gremio,Coritiba,2,0,Vitória Mandante,2,2,Gremio, Olímpico,RS,PR,,,,,,,,,,,,,,,,,,,,,,
3552,2011-07-10,2011,9,Bahia,Botafogo-RJ,1,1,Empate,2,0,-,Pituaçu,BA,RJ,,,,,,,,,,,,,,,,,,,,,,
3553,2011-07-10,2011,9,Atletico-GO,Corinthians,0,1,Vitória Visitante,1,-1,Corinthians, Serra Dourada,GO,SP,,,,,,,,,,,,,,,,,,,,,,
3554,2011-07-10,2011,9,Figueirense,Ceara,1,1,Empate,2,0,-, Orlando Scarpelli,SC,CE,,,,,,,,,,,,,,,,,,,,,,
3555,2011-07-10,2011,9,Palmeiras,Santos,3,0,Vitória Mandante,3,3,Palmeiras, Pacaembu,SP,SP,,,,,,,,,,,,,,,,,,,,,,
3556,2011-07-10,2011,9,Atletico-MG,America-MG,2,0,Vitória Mandante,2,2,Atletico-MG,Arena do Jacaré,MG,MG,,,,,,,,,,,,,,,,,,,,,,
3557,2011-07-14,2011,12,Corinthians,Internacional,1,0,Vitória Mandante,1,1,Corinthians, Pacaembu,SP,RS,,,,,,,,,,,,,,,,,,,,,,
3567,2011-07-16,2011,10,Vasco,Athletico-PR,2,1,Vitória Mandante,3,1,Vasco, São Januário,RJ,PR,,,,,,,,,,,,,,,,,,,,,,
3568,2011-07-16,2011,10,Coritiba,Fluminense,3,1,Vitória Mandante,4,2,Coritiba, Couto Pereira,PR,RJ,,,,,,,,,,,,,,,,,,,,,,
3569,2011-07-16,2011,10,Atletico-GO,Avai,0,1,Vitória Visitante,1,-1,Avai, Serra Dourada,GO,SC,,,,,,,,,,,,,,,,,,,,,,
3570,2011-07-16,2011,10,Santos,Atletico-MG,2,1,Vitória Mandante,3,1,Santos, Vila Belmiro,SP,MG,,,,,,,,,,,,,,,,,,,,,,
3571,2011-07-17,2011,10,Ceara,America-MG,4,0,Vitória Mandante,4,4,Ceara, Presidente Vargas,CE,MG,,,,,,,,,,,,,,,,,,,,,,
3572,2011-07-17,2011,10,Internacional,Sao Paulo,0,3,Vitória Visitante,3,-3,Sao Paulo, Beira Rio,RS,SP,,,,,,,,,,,,,,,,,,,,,,
3573,2011-07-17,2011,10,Cruzeiro,Bahia,2,1,Vitória Mandante,3,1,Cruzeiro,Arena do Jacaré,MG,BA,,,,,,,,,,,,,,,,,,,,,,
3574,2011-07-20,2011,10,Palmeiras,Flamengo,0,0,Empate,0,0,-, Pacaembu,SP,RJ,,,,,,,,,,,,,,,,,,,,,,
3575,2011-07-20,2011,10,Figueirense,Gremio,0,0,Empate,0,0,-, Orlando Scarpelli,SC,RS,,,,,,,,,,,,,,,,,,,,,,
3576,2011-07-20,2011,10,Botafogo-RJ,Corinthians,0,2,Vitória Visitante,2,-2,Corinthians, São Januário,RJ,SP,,,,,,,,,,,,,,,,,,,,,,
3577,2011-07-21,2011,11,Avai,Internacional,1,3,Vitória Visitante,4,-2,Internacional,  Ressacada,SC,RS,,,,,,,,,,,,,,,,,,,,,,
3578,2011-07-23,2011,11,Sao Paulo,Atletico-GO,2,2,Empate,4,0,-, Morumbi,SP,GO,,,,,,,,,,,,,,,,,,,,,,
3579,2011-07-23,2011,11,Athletico-PR,Botafogo-RJ,2,1,Vitória Mandante,3,1,Athletico-PR, Arena da Baixada,PR,RJ,,,,,,,,,,,,,,,,,,,,,,
3580,2011-07-23,2011,11,America-MG,Figueirense,0,0,Empate,0,0,-,Arena do Jacaré,MG,SC,,,,,,,,,,,,,,,,,,,,,,
3581,2011-07-23,2011,11,Flamengo,Ceara,1,1,Empate,2,0,-,Cláudio Moacyr,RJ,CE,,,,,,,,,,,,,,,,,,,,,,
3582,2011-07-24,2011,11,Corinthians,Cruzeiro,0,1,Vitória Visitante,1,-1,Cruzeiro, Pacaembu,SP,MG,,,,,,,,,,,,,,,,,,,,,,
3583,2011-07-24,2011,11,Bahia,Coritiba,0,0,Empate,0,0,-,Pituaçu,BA,PR,,,,,,,,,,,,,,,,,,,,,,
3584,2011-07-24,2011,11,Fluminense,Palmeiras,1,0,Vitória Mandante,1,1,Fluminense,  Raulino de Oliveira,RJ,SP,,,,,,,,,,,,,,,,,,,,,,
3585,2011-07-24,2011,11,Atletico-MG,Vasco,1,2,Vitória Visitante,3,-1,Vasco,  Ipatingão,MG,RJ,,,,,,,,,,,,,,,,,,,,,,
3558,2011-07-27,2011,12,Atletico-GO,Cruzeiro,2,0,Vitória Mandante,2,2,Atletico-GO, Serra Dourada,GO,MG,,,,,,,,,,,,,,,,,,,,,,
3559,2011-07-27,2011,12,Botafogo-RJ,Avai,2,1,Vitória Mandante,3,1,Botafogo-RJ,Engenhão,RJ,SC,,,,,,,,,,,,,,,,,,,,,,
3560,2011-07-27,2011,12,Atletico-MG,Fluminense,1,0,Vitória Mandante,1,1,Atletico-MG,Arena do Jacaré,MG,RJ,,,,,,,,,,,,,,,,,,,,,,
3561,2011-07-27,2011,12,Gremio,America-MG,1,1,Empate,2,0,-, Olímpico,RS,MG,,,,,,,,,,,,,,,,,,,,,,
3564,2011-07-27,2011,12,Coritiba,Sao Paulo,3,4,Vitória Visitante,7,-1,Sao Paulo, Couto Pereira,PR,SP,,,,,,,,,,,,,,,,,,,,,,
3562,2011-07-27,2011,12,Santos,Flamengo,4,5,Vitória Visitante,9,-1,Flamengo, Vila Belmiro,SP,RJ,,,,,,,,,,,,,,,,,,,,,,
3563,2011-07-27,2011,12,Figueirense,Palmeiras,0,1,Vitória Visitante,1,-1,Palmeiras, Orlando Scarpelli,SC,SP,,,,,,,,,,,,,,,,,,,,,,
3565,2011-07-28,2011,12,Vasco,Bahia,1,1,Empate,2,0,-, São Januário,RJ,BA,,,,,,,,,,,,,,,,,,,,,,
3566,2011-07-28,2011,12,Ceara,Athletico-PR,2,1,Vitória Mandante,3,1,Ceara, Presidente Vargas,CE,PR,,,,,,,,,,,,,,,,,,,,,,
3587,2011-07-30,2011,13,Flamengo,Gremio,2,0,Vitória Mandante,2,2,Flamengo,Engenhão,RJ,RS,,,,,,,,,,,,,,,,,,,,,,
3588,2011-07-30,2011,13,Cruzeiro,Botafogo-RJ,0,1,Vitória Visitante,1,-1,Botafogo-RJ,Arena do Jacaré,MG,RJ,,,,,,,,,,,,,,,,,,,,,,
3589,2011-07-30,2011,13,Palmeiras,Atletico-MG,3,2,Vitória Mandante,5,1,Palmeiras,Canindé,SP,MG,,,,,,,,,,,,,,,,,,,,,,
3590,2011-07-31,2011,13,Sao Paulo,Vasco,0,2,Vitória Visitante,2,-2,Vasco, Morumbi,SP,RJ,,,,,,,,,,,,,,,,,,,,,,
3591,2011-07-31,2011,13,Fluminense,Ceara,4,0,Vitória Mandante,4,4,Fluminense,Engenhão,RJ,CE,,,,,,,,,,,,,,,,,,,,,,
3592,2011-07-31,2011,13,Internacional,Atletico-GO,0,0,Empate,0,0,-, Beira Rio,RS,GO,,,,,,,,,,,,,,,,,,,,,,
3593,2011-07-31,2011,13,Avai,Corinthians,3,2,Vitória Mandante,5,1,Avai,  Ressacada,SC,SP,,,,,,,,,,,,,,,,,,,,,,
3594,2011-07-31,2011,13,Athletico-PR,Santos,3,2,Vitória Mandante,5,1,Athletico-PR, Arena da Baixada,PR,SP,,,,,,,,,,,,,,,,,,,,,,
3595,2011-07-31,2011,13,America-MG,Coritiba,1,3,Vitória Visitante,4,-2,Coritiba,Arena do Jacaré,MG,PR,,,,,,,,,,,,,,,,,,,,,,
3596,2011-07-31,2011,13,Bahia,Figueirense,3,1,Vitória Mandante,4,2,Bahia,Pituaçu,BA,SC,,,,,,,,,,,,,,,,,,,,,,
3597,2011-08-03,2011,14,Corinthians,America-MG,2,1,Vitória Mandante,3,1,Corinthians, Pacaembu,SP,MG,,,,,,,,,,,,,,,,,,,,,,
3598,2011-08-03,2011,14,Gremio,Atletico-MG,2,2,Empate,4,0,-, Olímpico,RS,MG,,,,,,,,,,,,,,,,,,,,,,
3599,2011-08-03,2011,14,Figueirense,Botafogo-RJ,2,0,Vitória Mandante,2,2,Figueirense, Orlando Scarpelli,SC,RJ,,,,,,,,,,,,,,,,,,,,,,
3600,2011-08-03,2011,14,Ceara,Avai,0,3,Vitória Visitante,3,-3,Avai, Presidente Vargas,CE,SC,,,,,,,,,,,,,,,,,,,,,,
3601,2011-08-03,2011,14,Cruzeiro,Flamengo,0,1,Vitória Visitante,1,-1,Flamengo,Arena do Jacaré,MG,RJ,,,,,,,,,,,,,,,,,,,,,,
3602,2011-08-03,2011,14,Coritiba,Palmeiras,1,1,Empate,2,0,-, Couto Pereira,PR,SP,,,,,,,,,,,,,,,,,,,,,,
3603,2011-08-03,2011,14,Vasco,Santos,2,0,Vitória Mandante,2,2,Vasco, São Januário,RJ,SP,,,,,,,,,,,,,,,,,,,,,,
3604,2011-08-04,2011,14,Sao Paulo,Bahia,3,0,Vitória Mandante,3,3,Sao Paulo, Morumbi,SP,BA,,,,,,,,,,,,,,,,,,,,,,
3605,2011-08-04,2011,14,Fluminense,Internacional,2,0,Vitória Mandante,2,2,Fluminense,Engenhão,RJ,RS,,,,,,,,,,,,,,,,,,,,,,
3606,2011-08-04,2011,14,Atletico-GO,Athletico-PR,0,3,Vitória Visitante,3,-3,Athletico-PR, Serra Dourada,GO,PR,,,,,,,,,,,,,,,,,,,,,,
3607,2011-08-06,2011,15,Flamengo,Coritiba,1,0,Vitória Mandante,1,1,Flamengo,Engenhão,RJ,PR,,,,,,,,,,,,,,,,,,,,,,
3608,2011-08-06,2011,15,Palmeiras,Gremio,0,0,Empate,0,0,-,Canindé,SP,RS,,,,,,,,,,,,,,,,,,,,,,
3609,2011-08-06,2011,15,Atletico-MG,Figueirense,1,2,Vitória Visitante,3,-1,Figueirense,  Ipatingão,MG,SC,,,,,,,,,,,,,,,,,,,,,,
3610,2011-08-07,2011,15,Internacional,Cruzeiro,3,2,Vitória Mandante,5,1,Internacional, Beira Rio,RS,MG,,,,,,,,,,,,,,,,,,,,,,
3611,2011-08-07,2011,15,Santos,Ceara,1,0,Vitória Mandante,1,1,Santos, Pacaembu,SP,CE,,,,,,,,,,,,,,,,,,,,,,
3612,2011-08-07,2011,15,Athletico-PR,Corinthians,1,1,Empate,2,0,-, Arena da Baixada,PR,SP,,,,,,,,,,,,,,,,,,,,,,
3613,2011-08-07,2011,15,America-MG,Fluminense,3,0,Vitória Mandante,3,3,America-MG,Arena do Jacaré,MG,RJ,,,,,,,,,,,,,,,,,,,,,,
3614,2011-08-07,2011,15,Bahia,Atletico-GO,2,1,Vitória Mandante,3,1,Bahia,Pituaçu,BA,GO,,,,,,,,,,,,,,,,,,,,,,
3615,2011-08-07,2011,15,Avai,Sao Paulo,1,2,Vitória Visitante,3,-1,Sao Paulo,  Ressacada,SC,SP,,,,,,,,,,,,,,,,,,,,,,
3616,2011-08-07,2011,15,Botafogo-RJ,Vasco,4,0,Vitória Mandante,4,4,Botafogo-RJ,Engenhão,RJ,RJ,,,,,,,,,,,,,,,,,,,,,,
3516,2011-08-10,2011,5,Santos,Corinthians,0,0,Empate,0,0,-, Vila Belmiro,SP,SP,,,,,,,,,,,,,,,,,,,,,,
